,JD,Body,RA,Dec,Az,Alt,Dist,Dist_Sun,Const
126,2270913.649507106,Pluto,16.57615277777778,-10.466222222222223,248.43505555555555,8.220333333333333,29.483,30.483,Oph
127,2270913.649507106,Sun,5.425025000000001,23.266805555555553,64.38752777777779,5.346444444444444,1.017,0.0,Tau
128,2270933.6518802345,Pluto,16.540575,-10.505055555555556,261.55311111111115,-6.09875,29.511,30.491,Oph
129,2270933.6518802345,Sun,6.808388888888889,23.035305555555556,64.46147222222223,5.077694444444444,1.017,0.0,Gem
130,2270953.654253363,Pluto,16.508341666666666,-10.498555555555555,274.4260277777778,-23.54663888888889,29.65,30.498,Oph
131,2270953.654253363,Sun,8.162986111111111,20.154055555555555,66.84105555555556,3.47975,1.015,0.0,Cnc
132,2270973.656626492,Pluto,16.48422777777778,-10.442222222222222,289.54005555555557,-39.39963888888889,29.884,30.505,Oph
133,2270973.656626492,Sun,9.457383333333333,15.034055555555556,71.49908333333333,1.2375833333333335,1.012,0.0,Leo
134,2270993.6589996205,Pluto,16.47185,-10.337361111111111,311.4741388888889,-53.189416666666666,30.186,30.513,Oph
135,2270993.6589996205,Sun,10.692597222222222,8.30475,77.98391666666667,-0.9103333333333333,1.007,0.0,Leo
136,2271013.661372749,Pluto,16.473377777777777,-10.191277777777778,347.67491666666666,-62.651666666666664,30.522,30.52,Oph
137,2271013.661372749,Sun,11.896752777777778,0.6729722222222222,85.52336111111111,-3.379722222222222,1.001,0.0,Vir
138,2271033.663745878,Pluto,16.489330555555558,-10.015555555555556,30.694666666666667,-59.131388888888885,30.856,30.527,Oph
139,2271033.663745878,Sun,13.111038888888888,-6.889388888888889,93.15400000000001,-6.456416666666667,0.996,0.0,Vir
140,2271053.6661190065,Pluto,16.518644444444444,-11.8255,59.61386111111111,-48.350722222222224,31.15,30.535,Oph
141,2271053.6661190065,Sun,14.379000000000001,-13.763333333333334,99.83786111111111,-9.365861111111112,0.99,0.0,Lib
142,2271073.668492135,Pluto,16.558905555555555,-11.637361111111112,77.45225,-34.87005555555555,31.372,30.542,Oph
143,2271073.668492135,Sun,15.732761111111111,-18.173333333333332,104.59930555555555,-12.258333333333335,0.986,0.0,Sco
144,2271093.670865264,Pluto,16.60654166666667,-11.46722222222222,90.74083333333333,-18.305722222222222,31.496,30.55,Oph
145,2271093.670865264,Sun,17.171791666666667,-22.985944444444446,106.72402777777778,-15.642277777777778,0.984,0.0,Oph
146,2271113.6732383925,Pluto,16.657238888888887,-11.32863888888889,102.73141666666668,-3.6998611111111113,31.509,30.557,Oph
147,2271113.6732383925,Sun,18.650824999999998,-22.797194444444447,106.00177777777778,-16.31297222222222,0.983,0.0,Sgr
148,2271133.675611521,Pluto,16.706233333333333,-11.231833333333332,115.36188888888888,10.48188888888889,31.408,30.565,Oph
149,2271133.675611521,Sun,20.100316666666668,-19.652722222222224,102.89372222222222,-15.044833333333335,0.985,0.0,Cap
150,2271153.67798465,Pluto,16.748933333333333,-11.181833333333334,130.35344444444445,23.594416666666664,31.207,30.572,Oph
151,2271153.67798465,Sun,21.469394444444443,-13.020888888888889,98.385,-12.195416666666667,0.988,0.0,Cap
152,2271173.6803577784,Pluto,16.781252777777777,-11.178361111111112,149.45027777777776,33.80997222222222,30.928,30.58,Oph
153,2271173.6803577784,Sun,22.751605555555557,-6.048805555555555,93.45008333333334,-7.457083333333333,0.993,0.0,Aqr
154,2271193.682730907,Pluto,16.800233333333335,-11.21588888888889,173.23322222222222,39.001777777777775,30.606,30.587,Oph
155,2271193.682730907,Sun,23.97593611111111,0.15958333333333333,88.61405555555555,-0.6968055555555555,0.998,0.0,Psc
156,2271213.685104036,Pluto,16.804358333333333,-11.284194444444445,198.66716666666665,37.37852777777778,30.279,30.595,Oph
157,2271213.685104036,Sun,1.1852944444444444,7.562666666666667,84.01005555555555,4.793666666666667,1.004,0.0,Psc
158,2271233.6874771644,Pluto,16.793938888888892,-11.369694444444445,220.92141666666666,29.296666666666667,29.986,30.603,Oph
159,2271233.6874771644,Sun,2.421488888888889,14.444222222222223,79.70452777777778,10.464638888888889,1.009,0.0,Ari
160,2271253.689850293,Pluto,16.77106388888889,-11.456555555555555,238.4886111111111,16.798722222222224,29.763,30.61,Oph
161,2271253.689850293,Sun,3.714177777777778,19.763416666666668,75.99380555555555,14.495638888888887,1.013,0.0,Tau
162,2271273.6922234218,Pluto,16.73943888888889,-11.52925,252.7036388888889,2.0016666666666665,29.637,30.618,Oph
163,2271273.6922234218,Sun,5.066713888888889,22.87811111111111,73.5128611111111,16.500972222222224,1.016,0.0,Tau
164,2271293.6945965504,Pluto,16.70391111111111,-11.573472222222223,265.46130555555555,-13.42988888888889,29.622,30.626,Oph
165,2271293.6945965504,Sun,6.449686111111111,23.358666666666668,73.00569444444444,16.64313888888889,1.017,0.0,Gem
166,2271313.696969679,Pluto,16.66980277777778,-11.578666666666667,278.79283333333336,-30.863944444444446,29.721,30.634,Oph
167,2271313.696969679,Sun,7.815691666666667,21.140583333333332,74.93844444444444,15.433694444444445,1.016,0.0,Cnc
168,2271333.6993428078,Pluto,16.64216111111111,-11.538583333333333,295.76116666666667,-45.05938888888889,29.922,30.641,Oph
