,JD,Body,RA,Dec,Dist,Dist_Sun
1070,2276774.4748083632,Sun,6.598511111111111,23.24438888888889,1.017,0.0
1073,2276794.477546589,Sun,7.960122222222222,20.74866666666667,1.016,0.0
1076,2276814.4802848147,Sun,9.264013888888888,15.934777777777779,1.013,0.0
1079,2276834.4830230405,Sun,10.506941666666666,9.406722222222223,1.008,0.0
1082,2276854.485761266,Sun,11.713202777777777,1.8670833333333334,1.003,0.0
1085,2276874.488499492,Sun,12.922613888888888,-4.060194444444444,0.997,0.0
1088,2276894.4912377177,Sun,14.179766666666666,-12.778916666666667,0.991,0.0
1091,2276914.4939759434,Sun,15.519411111111111,-18.894972222222222,0.987,0.0
1094,2276934.496714169,Sun,16.946919444444443,-21.291527777777777,0.984,0.0
1097,2276954.499452395,Sun,18.42443888888889,-22.624916666666667,0.983,0.0
1100,2276974.5021906206,Sun,19.88303611111111,-19.03688888888889,0.984,0.0
1103,2276994.5049288464,Sun,21.26591388888889,-14.07088888888889,0.987,0.0
1106,2277014.507667072,Sun,22.560441666666666,-8.905305555555556,0.992,0.0
1109,2277034.510405298,Sun,23.791397222222223,-0.6384444444444445,0.997,0.0
1112,2277054.5131435236,Sun,1.0001527777777777,6.421111111111111,1.003,0.0
1115,2277074.5158817493,Sun,2.230141666666667,13.478833333333334,1.009,0.0
1118,2277094.518619975,Sun,3.513627777777778,19.081722222222222,1.013,0.0
1121,2277114.521358201,Sun,4.858091666666667,22.565916666666666,1.016,0.0
1124,2277134.5240964266,Sun,6.239380555555556,23.46072222222222,1.017,0.0
1127,2277154.5268346523,Sun,7.611205555555555,21.639888888888887,1.016,0.0
1130,2277174.529572878,Sun,8.931913888888888,17.375944444444446,1.013,0.0
1133,2277194.532311104,Sun,10.189147222222223,11.228250000000001,1.009,0.0
1136,2277214.5350493295,Sun,11.401536111111112,3.8810277777777777,1.004,0.0
1139,2277234.5377875553,Sun,12.605930555555556,-2.0689722222222224,0.998,0.0
1142,2277254.540525781,Sun,13.84655,-10.571305555555556,0.993,0.0
1145,2277274.5432640067,Sun,15.162600000000001,-16.237972222222222,0.988,0.0
1148,2277294.5460022325,Sun,16.569194444444445,-21.964277777777777,0.985,0.0
1151,2277314.548740458,Sun,18.03957777777778,-22.496416666666665,0.983,0.0
1154,2277334.551478684,Sun,19.509777777777778,-20.130555555555556,0.984,0.0
1157,2277354.5542169097,Sun,20.915594444444444,-16.554083333333335,0.986,0.0
1160,2277374.5569551354,Sun,22.231813888888887,-9.007833333333334,0.991,0.0
1163,2277394.559693361,Sun,23.47558611111111,-2.591638888888889,0.996,0.0
1166,2277414.562431587,Sun,0.6859611111111111,4.439777777777778,1.002,0.0
1169,2277434.5651698126,Sun,1.906675,11.757555555555555,1.007,0.0
1172,2277454.5679080384,Sun,3.174294444444444,17.805611111111112,1.012,0.0
1175,2277474.570646264,Sun,4.504169444444444,21.896305555555553,1.015,0.0
1178,2277494.57338449,Sun,5.8798972222222226,23.491416666666666,1.017,0.0
1181,2277514.5761227156,Sun,7.258886111111111,22.364500000000003,1.016,0.0
1184,2277534.5788609413,Sun,8.595602777777778,18.688388888888888,1.014,0.0
1187,2277554.581599167,Sun,9.86871111111111,12.965777777777777,1.01,0.0
1190,2277574.584337393,Sun,11.089625,5.861361111111111,1.005,0.0
1193,2277594.5870756186,Sun,12.292066666666667,-0.09652777777777775,1.0,0.0
1196,2277614.5898138443,Sun,13.519091666666668,-8.438666666666666,0.994,0.0
1199,2277634.59255207,Sun,14.812580555555556,-15.718694444444443,0.989,0.0
1202,2277654.595290296,Sun,16.1963,-20.828388888888888,0.985,0.0
1205,2277674.5980285215,Sun,17.655144444444442,-22.581083333333332,0.983,0.0
1208,2277694.6007667473,Sun,19.13209722222222,-21.415305555555555,0.983,0.0
1211,2277714.603504973,Sun,20.55892777777778,-17.174916666666668,0.985,0.0
1214,2277734.6062431987,Sun,21.898219444444443,-11.187,0.989,0.0
1217,2277754.6089814245,Sun,23.157455555555554,-4.562333333333333,0.994,0.0
1220,2277774.61171965,Sun,0.3723444444444444,2.4212499999999997,1.0,0.0
1223,2277794.614457876,Sun,1.5865250000000002,9.950722222222222,1.006,0.0
1226,2277814.6171961017,Sun,2.839386111111111,16.397333333333332,1.011,0.0
1229,2277834.6199343274,Sun,4.153355555555556,21.056444444444445,1.014,0.0
1232,2277854.622672553,Sun,5.5207138888888885,23.336388888888887,1.017,0.0
1235,2277874.625410779,Sun,6.903544444444445,22.91563888888889,1.017,0.0
1238,2277894.6281490047,Sun,8.254525,19.863500000000002,1.015,0.0
1241,2277914.6308872304,Sun,9.544358333333333,14.61136111111111,1.012,0.0
1244,2277934.633625456,Sun,10.776125,7.7985,1.007,0.0
1247,2277954.636363682,Sun,11.979325,0.13441666666666666,1.001,0.0
1250,2277974.6391019076,Sun,13.195794444444445,-6.371194444444444,0.995,0.0
1253,2277994.6418401334,Sun,14.468591666666667,-13.323805555555555,0.99,0.0
1256,2278014.644578359,Sun,15.828383333333333,-19.873444444444445,0.986,0.0
1259,2278034.647316585,Sun,17.271938888888887,-22.877,0.984,0.0
1262,2278054.6500548106,Sun,18.751125,-22.90105555555556,0.983,0.0
1265,2278074.6527930363,Sun,20.196283333333334,-19.949277777777777,0.985,0.0
1268,2278094.655531262,Sun,21.559380555555556,-13.459666666666667,0.988,0.0
1271,2278114.658269488,Sun,22.836755555555555,-6.568583333333333,0.993,0.0
1274,2278134.6610077135,Sun,0.05892777777777778,0.3818333333333333,0.999,0.0
1277,2278154.6637459393,Sun,1.2693138888888889,8.072027777777777,1.004,0.0
1280,2278174.666484165,Sun,2.5091055555555557,14.869666666666667,1.01,0.0
1283,2278194.6692223907,Sun,3.8064722222222223,20.055472222222225,1.014,0.0
1286,2278214.6719606165,Sun,5.1626722222222226,22.99716666666667,1.016,0.0
1289,2278234.674698842,Sun,6.546180555555555,23.286694444444446,1.017,0.0
1292,2278254.677437068,Sun,7.909144444444445,20.889055555555554,1.016,0.0
1295,2278274.6801752937,Sun,9.215816666666665,16.151944444444442,1.013,0.0
1298,2278294.6829135194,Sun,10.460622222222222,9.677638888888888,1.008,0.0
1301,2278314.685651745,Sun,11.667291666666666,2.1659444444444444,1.003,0.0
1304,2278334.688389971,Sun,12.876022222222222,-4.353555555555556,0.997,0.0
1307,2278354.6911281967,Sun,14.130530555555556,-11.037166666666668,0.992,0.0
1310,2278374.6938664224,Sun,15.466225,-17.085583333333336,0.987,0.0
1313,2278394.696604648,Sun,16.890983333333335,-21.379916666666666,0.984,0.0
1316,2278414.699342874,Sun,18.367711111111113,-22.59391666666667,0.983,0.0
1319,2278434.7020810996,Sun,19.82776388888889,-20.89108333333333,0.984,0.0
1322,2278454.7048193254,Sun,21.214316666666665,-15.838611111111112,0.987,0.0
1325,2278474.707557551,Sun,22.512083333333333,-8.620833333333334,0.992,0.0
1328,2278494.710295777,Sun,23.744483333333335,-0.33272222222222225,0.997,0.0
1331,2278514.7130340026,Sun,0.9535944444444444,6.129777777777777,1.003,0.0
1334,2278534.7157722283,Sun,2.182372222222222,13.230694444444445,1.008,0.0
1337,2278554.718510454,Sun,3.463244444444445,18.90075,1.013,0.0
1340,2278574.72124868,Sun,4.805861111111111,22.476444444444443,1.016,0.0
1343,2278594.7239869055,Sun,6.186875000000001,23.474916666666665,1.017,0.0
1346,2278614.7267251313,Sun,7.559580555555556,21.755777777777777,1.016,0.0
1349,2278634.729463357,Sun,8.882727777777779,17.576055555555556,1.014,0.0
1352,2278654.7322015828,Sun,10.142508333333334,11.4865,1.009,0.0
1355,2278674.7349398085,Sun,11.355688888888888,4.174472222222223,1.004,0.0
1358,2278694.737678034,Sun,12.559566666666667,-2.3673888888888888,0.998,0.0
1361,2278714.74041626,Sun,13.798352777777778,-10.841,0.993,0.0
1364,2278734.7431544857,Sun,15.110716666666667,-16.448722222222223,0.988,0.0
1367,2278754.7458927114,Sun,16.513897222222223,-20.081916666666665,0.985,0.0
1370,2278774.748630937,Sun,17.983194444444443,-22.49786111111111,0.983,0.0
1373,2278794.751369163,Sun,19.454341666666664,-20.014694444444444,0.984,0.0
1376,2278814.7541073887,Sun,20.863116666666667,-16.341944444444447,0.986,0.0
1379,2278834.7568456144,Sun,22.182941666666668,-10.735444444444445,0.99,0.0
1382,2278854.75958384,Sun,23.42862777777778,-2.2902777777777774,0.996,0.0
1385,2278874.762322066,Sun,0.63925,4.140666666666667,1.001,0.0
1388,2278894.7650602916,Sun,1.859188888888889,11.494472222222221,1.007,0.0
1391,2278914.7677985174,Sun,3.1244666666666667,17.60388888888889,1.012,0.0
1394,2278934.770536743,Sun,4.451763888888889,21.780055555555556,1.015,0.0
1397,2278954.773274969,Sun,5.8268249999999995,23.47772222222222,1.017,0.0
1400,2278974.7760131946,Sun,7.206566666666667,22.454694444444442,1.017,0.0
1403,2278994.7787514203,Sun,8.54513888888889,18.870527777777777,1.014,0.0
1406,2279014.781489646,Sun,9.820947222222221,13.213972222222221,1.011,0.0
1409,2279034.784227872,Sun,11.043355555555555,6.149805555555556,1.006,0.0
1412,2279054.7869660975,Sun,12.245383333333333,-0.4,1.0,0.0
1415,2279074.7897043233,Sun,13.470877777777778,-8.722694444444443,0.994,0.0
1418,2279094.792442549,Sun,14.761338888888888,-15.95,0.989,0.0
1421,2279114.7951807748,Sun,16.141180555555554,-20.974583333333335,0.985,0.0
1424,2279134.7979190005,Sun,17.59821111111111,-22.61413888888889,0.983,0.0
1427,2279154.8006572262,Sun,19.07606388888889,-21.329277777777776,0.983,0.0
1430,2279174.803395452,Sun,20.50538611111111,-18.984583333333333,0.985,0.0
1433,2279194.8061336777,Sun,21.848352777777777,-12.926194444444445,0.989,0.0
1436,2279214.8088719035,Sun,23.110380555555558,-4.267055555555555,0.994,0.0
1439,2279234.811610129,Sun,0.3258388888888889,2.1197222222222223,1.0,0.0
1442,2279254.814348355,Sun,1.5393833333333333,9.675555555555555,1.005,0.0
1445,2279274.8170865807,Sun,2.790519444444444,16.177944444444446,1.011,0.0
1448,2279294.8198248064,Sun,4.101741666666666,20.91622222222222,1.014,0.0
1451,2279314.822563032,Sun,5.467605555555556,23.295166666666667,1.016,0.0
1454,2279334.825301258,Sun,6.8511388888888884,22.978583333333333,1.017,0.0
1457,2279354.8280394836,Sun,8.203747222222221,20.02211111111111,1.015,0.0
1460,2279374.8307777094,Sun,9.495947222222222,14.844750000000001,1.012,0.0
1463,2279394.833515935,Sun,10.729844444444444,8.077444444444444,1.007,0.0
1466,2279414.836254161,Sun,11.933127777777777,0.4349166666666667,1.001,0.0
1469,2279434.8389923866,Sun,13.148019444444444,-6.663805555555556,0.996,0.0
1472,2279454.8417306123,Sun,14.418272222222221,-13.572194444444445,0.99,0.0
1475,2279474.844468838,Sun,15.774219444444446,-18.04511111111111,0.986,0.0
1478,2279494.847207064,Sun,17.214830555555555,-22.941333333333333,0.984,0.0
1481,2279514.8499452895,Sun,18.694311111111112,-22.844972222222225,0.983,0.0
1484,2279534.8526835153,Sun,20.141791666666666,-19.783527777777778,0.985,0.0
1487,2279554.855421741,Sun,21.508155555555554,-13.21175,0.988,0.0
1490,2279574.8581599668,Sun,22.78880555555556,-6.2771944444444445,0.993,0.0
1493,2279594.8608981925,Sun,0.012325,0.07855555555555556,0.998,0.0
1496,2279614.8636364182,Sun,1.2220583333333335,7.785083333333334,1.004,0.0
1499,2279634.866374644,Sun,2.4603972222222223,14.631472222222223,1.009,0.0
1502,2279654.8691128697,Sun,3.755352777777778,19.891583333333333,1.014,0.0
1505,2279674.8718510955,Sun,5.109272222222222,22.928611111111113,1.016,0.0
1508,2279694.874589321,Sun,6.492908333333333,23.32363888888889,1.017,0.0
1511,2279714.877327547,Sun,7.85765,21.024666666666665,1.016,0.0
1514,2279734.8800657727,Sun,9.166452777777778,16.36963888888889,1.013,0.0
1517,2279754.8828039984,Sun,10.413625,9.949250000000001,1.008,0.0
1520,2279774.885542224,Sun,11.621305555555557,2.463166666666667,1.003,0.0
1523,2279794.88828045,Sun,12.828808333333333,-4.651083333333333,0.997,0.0
1526,2279814.8910186756,Sun,14.080913888888889,-11.300694444444444,0.992,0.0
1529,2279834.8937569014,Sun,15.413322222222222,-17.279944444444446,0.987,0.0
1532,2279854.896495127,Sun,16.834566666666664,-21.474333333333334,0.984,0.0
1535,2279874.899233353,Sun,18.310469444444447,-22.56872222222222,0.983,0.0
1538,2279894.9019715786,Sun,19.77276388888889,-20.752499999999998,0.984,0.0
1541,2279914.9047098043,Sun,21.16236111111111,-15.60975,0.987,0.0
1544,2279934.90744803,Sun,22.463377777777776,-8.337194444444444,0.991,0.0
1547,2279954.910186256,Sun,23.697958333333332,-0.03102777777777777,0.997,0.0
1550,2279974.9129244816,Sun,0.9068777777777778,5.837277777777778,1.003,0.0
1553,2279994.9156627073,Sun,2.1341444444444444,12.977472222222222,1.008,0.0
1556,2280014.918400933,Sun,3.412994444444444,18.715888888888887,1.013,0.0
1559,2280034.921139159,Sun,4.753116666666667,22.381611111111113,1.016,0.0
1562,2280054.9238773845,Sun,6.133188888888888,23.484722222222224,1.017,0.0
1565,2280074.9266156103,Sun,7.507422222222222,21.8675,1.016,0.0
1568,2280094.929353836,Sun,8.832708333333333,17.774666666666665,1.014,0.0
1571,2280114.9320920617,Sun,10.094552777777778,11.749027777777776,1.01,0.0
1574,2280134.9348302875,Sun,11.3093,4.469777777777778,1.004,0.0
1577,2280154.937568513,Sun,12.512652777777777,-2.668916666666667,0.999,0.0
1580,2280174.940306739,Sun,13.748999999999999,-9.11886111111111,0.993,0.0
1583,2280194.9430449647,Sun,15.05836388888889,-16.665472222222224,0.988,0.0
1586,2280214.9457831904,Sun,16.458094444444445,-20.205444444444442,0.985,0.0
1589,2280234.948521416,Sun,17.925430555555558,-22.504055555555556,0.983,0.0
1592,2280254.951259642,Sun,19.398191666666666,-21.902472222222222,0.984,0.0
1595,2280274.9539978676,Sun,20.810219444444446,-16.13311111111111,0.986,0.0
1598,2280294.9567360934,Sun,22.133141666666667,-10.460916666666666,0.99,0.0
1601,2280314.959474319,Sun,23.381441666666667,-3.9884444444444442,0.995,0.0
1604,2280334.962212545,Sun,0.5927888888888889,3.843138888888889,1.001,0.0
1607,2280354.9649507706,Sun,1.81135,11.228,1.007,0.0
1610,2280374.9676889963,Sun,3.074711111111111,17.399055555555556,1.011,0.0
1613,2280394.970427222,Sun,4.399916666666667,21.66061111111111,1.015,0.0
1616,2280414.973165448,Sun,5.773358333333333,23.459916666666665,1.017,0.0
1619,2280434.9759036736,Sun,7.15396388888889,22.54127777777778,1.016,0.0
1622,2280454.9786418993,Sun,8.49493611111111,19.04738888888889,1.014,0.0
1625,2280474.981380125,Sun,9.772733333333335,13.461083333333333,1.011,0.0
1628,2280494.984118351,Sun,10.996772222222221,6.438861111111112,1.006,0.0
1631,2280514.9868565765,Sun,12.19908888888889,-0.7008611111111112,1.0,0.0
1634,2280534.9895948023,Sun,13.422544444444444,-7.008333333333333,0.994,0.0
1637,2280554.992333028,Sun,14.709852777777778,-14.18525,0.989,0.0
1640,2280574.9950712537,Sun,16.086541666666665,-19.124055555555554,0.986,0.0
1643,2280594.9978094795,Sun,17.541016666666668,-22.65191666666667,0.983,0.0
1646,2280615.000547705,Sun,19.01925,-21.246111111111112,0.983,0.0
1649,2280635.003285931,Sun,20.45178611111111,-18.798333333333336,0.985,0.0
1652,2280655.0060241567,Sun,21.79790277777778,-12.666027777777778,0.989,0.0
1655,2280675.0087623824,Sun,23.062372222222223,-5.967638888888889,0.994,0.0
1658,2280695.011500608,Sun,0.2792027777777778,1.8173055555555555,1.0,0.0
1661,2280715.014238834,Sun,1.491838888888889,9.397361111111111,1.005,0.0
1664,2280735.0169770597,Sun,2.740763888888889,15.952916666666665,1.01,0.0
1667,2280755.0197152854,Sun,4.049975,20.77236111111111,1.014,0.0
1670,2280775.022453511,Sun,5.4141,23.25011111111111,1.016,0.0
1673,2280795.025191737,Sun,6.797552777777778,23.040000000000003,1.017,0.0
1676,2280815.0279299626,Sun,8.152419444444444,20.179555555555556,1.015,0.0
1679,2280835.0306681884,Sun,9.447047222222222,15.077361111111111,1.012,0.0
1682,2280855.033406414,Sun,10.682444444444444,8.36125,1.007,0.0
1685,2280875.03614464,Sun,11.886483333333333,0.7382222222222222,1.002,0.0
1688,2280895.0388828656,Sun,13.10015,-6.957805555555556,0.996,0.0
1691,2280915.0416210913,Sun,14.367202777777779,-13.825750000000001,0.991,0.0
1694,2280935.044359317,Sun,15.719944444444444,-18.220222222222223,0.986,0.0
1697,2280955.047097543,Sun,17.15808611111111,-21.009444444444444,0.984,0.0
1700,2280975.0498357685,Sun,18.637019444444444,-22.79213888888889,0.983,0.0
1703,2280995.0525739943,Sun,20.08724722222222,-19.620722222222224,0.984,0.0
1706,2281015.05531222,Sun,21.457327777777778,-14.968888888888888,0.988,0.0
1709,2281035.0580504457,Sun,22.740544444444446,-7.986194444444444,0.993,0.0
1712,2281055.0607886715,Sun,23.965680555555554,0.22461111111111112,0.998,0.0
1715,2281075.063526897,Sun,1.1753500000000001,7.500638888888889,1.004,0.0
1718,2281095.066265123,Sun,2.411586111111111,14.391722222222223,1.009,0.0
1721,2281115.0690033487,Sun,3.704180555555556,19.725777777777775,1.013,0.0
1724,2281135.0717415744,Sun,5.056502777777777,22.85788888888889,1.016,0.0
1727,2281155.0744798,Sun,6.439419444444445,23.357833333333335,1.017,0.0
1730,2281175.077218026,Sun,7.805672222222222,21.15936111111111,1.016,0.0
1733,2281195.0799562517,Sun,9.117216666666668,16.584666666666667,1.013,0.0
1736,2281215.0826944774,Sun,10.366069444444443,10.221777777777778,1.009,0.0
1739,2281235.085432703,Sun,11.574425,2.765138888888889,1.003,0.0
1742,2281255.088170929,Sun,12.781333333333334,-4.95075,0.997,0.0
1745,2281275.0909091546,Sun,14.030608333333333,-11.568750000000001,0.992,0.0
1748,2281295.0936473804,Sun,15.359269444444443,-17.479833333333335,0.987,0.0
1751,2281315.096385606,Sun,16.777833333333334,-21.57186111111111,0.984,0.0
1754,2281335.099123832,Sun,18.25265277777778,-22.546416666666666,0.983,0.0
1757,2281355.1018620576,Sun,19.716672222222222,-20.61352777777778,0.984,0.0
1760,2281375.1046002833,Sun,21.110236111111114,-15.381944444444445,0.987,0.0
1763,2281395.107338509,Sun,22.414424999999998,-8.054,0.991,0.0
1766,2281415.110076735,Sun,23.650675,-1.725638888888889,0.997,0.0
1769,2281435.1128149605,Sun,0.8601666666666666,5.544444444444444,1.002,0.0
1772,2281455.1155531863,Sun,2.0859694444444448,12.723611111111111,1.008,0.0
1775,2281475.118291412,Sun,3.3621527777777778,18.528166666666667,1.012,0.0
1778,2281495.1210296378,Sun,4.700469444444445,22.285722222222223,1.016,0.0
1781,2281515.1237678635,Sun,6.079811111111111,23.492361111111112,1.017,0.0
1784,2281535.1265060892,Sun,7.454830555555556,21.97836111111111,1.016,0.0
1787,2281555.129244315,Sun,8.782786111111111,17.971888888888888,1.014,0.0
1790,2281575.1319825407,Sun,10.047033333333333,12.008,1.01,0.0
1793,2281595.1347207665,Sun,11.262572222222222,4.7660277777777775,1.005,0.0
1796,2281615.137458992,Sun,12.465658333333332,-2.970888888888889,0.999,0.0
1799,2281635.140197218,Sun,13.699994444444444,-9.395944444444444,0.993,0.0
1802,2281655.1429354437,Sun,15.005469444444444,-16.885555555555555,0.988,0.0
1805,2281675.1456736694,Sun,16.40188611111111,-20.331138888888887,0.985,0.0
1808,2281695.148411895,Sun,17.867855555555558,-22.512416666666667,0.983,0.0
1811,2281715.151150121,Sun,19.34138611111111,-21.791305555555557,0.984,0.0
1814,2281735.1538883466,Sun,20.75683611111111,-17.923666666666666,0.986,0.0
1817,2281755.1566265724,Sun,22.083577777777776,-10.188472222222222,0.99,0.0
1820,2281775.159364798,Sun,23.333902777777777,-3.685305555555556,0.995,0.0
1823,2281795.162103024,Sun,0.5459388888888889,3.543472222222222,1.001,0.0
1826,2281815.1648412496,Sun,1.7638,10.962333333333333,1.007,0.0
1829,2281835.1675794753,Sun,3.024636111111111,17.19211111111111,1.011,0.0
1832,2281855.170317701,Sun,4.347363888888888,21.539305555555558,1.015,0.0
1835,2281875.173055927,Sun,5.719961111111111,23.441416666666665,1.017,0.0
1838,2281895.1757941525,Sun,7.100908333333333,22.627388888888888,1.017,0.0
1841,2281915.1785323783,Sun,8.443880555555555,19.226499999999998,1.015,0.0
1844,2281935.181270604,Sun,9.724516666666666,13.708305555555555,1.011,0.0
1847,2281955.1840088298,Sun,10.949908333333333,6.729361111111111,1.006,0.0
1850,2281975.1867470555,Sun,12.152011111111111,0.9935277777777777,1.0,0.0
1853,2281995.1894852812,Sun,13.374075000000001,-7.295527777777777,0.995,0.0
1856,2282015.192223507,Sun,14.658025,-14.423472222222223,0.99,0.0
1859,2282035.1949617327,Sun,16.030741666666664,-19.277694444444446,0.986,0.0
1862,2282055.1976999585,Sun,17.483280555555552,-22.69097222222222,0.983,0.0
1865,2282075.200438184,Sun,18.96191111111111,-21.163777777777778,0.983,0.0
1868,2282095.20317641,Sun,20.397025,-18.609305555555554,0.985,0.0
1871,2282115.2059146357,Sun,21.74720277777778,-12.404555555555556,0.989,0.0
1874,2282135.2086528614,Sun,23.014552777777777,-5.6688888888888895,0.994,0.0
1877,2282155.211391087,Sun,0.23225833333333334,1.5128055555555555,0.999,0.0
1880,2282175.214129313,Sun,1.4447083333333333,9.120916666666668,1.005,0.0
1883,2282195.2168675386,Sun,2.691875,15.730305555555555,1.01,0.0
1886,2282215.2196057644,Sun,3.9983555555555554,20.627805555555558,1.014,0.0
1889,2282235.22234399,Sun,5.361149999999999,23.205111111111112,1.016,0.0
1892,2282255.225082216,Sun,6.744947222222223,23.09958333333333,1.017,0.0
1895,2282275.2278204416,Sun,8.101233333333333,20.335638888888887,1.015,0.0
1898,2282295.2305586673,Sun,9.39846388888889,15.308416666666668,1.012,0.0
1901,2282315.233296893,Sun,10.635927777777777,8.640527777777777,1.008,0.0
1904,2282335.236035119,Sun,11.840025,1.0408333333333335,1.002,0.0
1907,2282355.2387733446,Sun,13.052433333333335,-5.2514722222222225,0.996,0.0
1910,2282375.2415115703,Sun,14.316886111111112,-12.077250000000001,0.991,0.0
1913,2282395.244249796,Sun,15.665519444444445,-18.397805555555554,0.987,0.0
1916,2282415.246988022,Sun,17.100708333333333,-21.079555555555554,0.984,0.0
1919,2282435.2497262475,Sun,18.579563888888888,-22.74013888888889,0.983,0.0
1922,2282455.2524644732,Sun,20.031652777777776,-19.456083333333332,0.984,0.0
1925,2282475.255202699,Sun,21.405219444444445,-14.720444444444444,0.988,0.0
1928,2282495.2579409247,Sun,22.691855555555556,-7.691805555555556,0.992,0.0
1931,2282515.2606791505,Sun,23.91835,0.5334166666666667,0.998,0.0
1934,2282535.263417376,Sun,1.127813888888889,7.210305555555555,1.004,0.0
1937,2282555.266155602,Sun,2.362886111111111,14.15113888888889,1.009,0.0
1940,2282575.2688938277,Sun,3.6530166666666664,19.558083333333332,1.013,0.0
1943,2282595.2716320534,Sun,5.003316666666667,22.78541666666667,1.016,0.0
1946,2282615.274370279,Sun,6.38643888888889,23.391305555555554,1.017,0.0
1949,2282635.277108505,Sun,7.754125,21.292361111111113,1.016,0.0
1952,2282655.2798467306,Sun,9.06786111111111,16.799666666666667,1.013,0.0
1955,2282675.2825849564,Sun,10.319233333333333,10.490972222222222,1.009,0.0
1958,2282695.285323182,Sun,11.528436111111112,3.0630277777777777,1.004,0.0
1961,2282715.288061408,Sun,12.734252777777776,-3.2494722222222223,0.998,0.0
1964,2282735.2907996336,Sun,13.981411111111111,-11.832722222222223,0.992,0.0
1967,2282755.2935378593,Sun,15.30658888888889,-17.677500000000002,0.988,0.0
1970,2282775.296276085,Sun,16.721577777777775,-21.671444444444443,0.984,0.0
1973,2282795.299014311,Sun,18.195580555555555,-22.52625,0.983,0.0
1976,2282815.3017525366,Sun,19.66133611111111,-20.47786111111111,0.984,0.0
1979,2282835.3044907623,Sun,21.057755555555556,-15.153888888888888,0.987,0.0
1982,2282855.307228988,Sun,22.36537777777778,-9.770277777777778,0.991,0.0
1985,2282875.309967214,Sun,23.60370277777778,-1.420638888888889,0.996,0.0
1988,2282895.3127054395,Sun,0.8130527777777778,5.247166666666667,1.002,0.0
1991,2282915.3154436653,Sun,2.0377416666666663,12.467666666666666,1.008,0.0
1994,2282935.318181891,Sun,3.311947222222222,18.34038888888889,1.012,0.0
1997,2282955.3209201167,Sun,4.647797222222222,22.186972222222224,1.015,0.0
2000,2282975.3236583425,Sun,6.026555555555555,23.49813888888889,1.017,0.0
2003,2282995.326396568,Sun,7.403041666666667,22.086527777777775,1.016,0.0
2006,2283015.329134794,Sun,8.732961111111111,18.167694444444447,1.014,0.0
2009,2283035.3318730197,Sun,9.999524999999998,12.266444444444444,1.01,0.0
2012,2283055.3346112454,Sun,11.216622222222222,5.0585555555555555,1.005,0.0
2015,2283075.337349471,Sun,12.419058333333332,-1.2725277777777777,0.999,0.0
2018,2283095.340087697,Sun,13.651230555555555,-9.673861111111112,0.994,0.0
2021,2283115.3428259226,Sun,14.953766666666667,-15.103472222222223,0.989,0.0
2024,2283135.3455641484,Sun,16.346494444444442,-20.45872222222222,0.985,0.0
2027,2283155.348302374,Sun,17.81058611111111,-22.52416666666667,0.983,0.0
2030,2283175.3510406,Sun,19.28561388888889,-21.68425,0.984,0.0
2033,2283195.3537788256,Sun,20.703891666666667,-17.717472222222224,0.986,0.0
2036,2283215.3565170513,Sun,22.033811111111113,-11.915888888888889,0.99,0.0
2039,2283235.359255277,Sun,23.286794444444446,-3.3841944444444443,0.995,0.0
2042,2283255.361993503,Sun,0.49933055555555556,3.242861111111111,1.001,0.0
2045,2283275.3647317286,Sun,1.7159805555555556,10.692333333333334,1.006,0.0
2048,2283295.3674699543,Sun,2.975102777777778,16.9845,1.011,0.0
2051,2283315.37020818,Sun,4.295569444444444,21.416194444444443,1.015,0.0
2054,2283335.372946406,Sun,5.666741666666667,23.419194444444447,1.017,0.0
2057,2283355.3756846315,Sun,7.0488333333333335,22.709333333333333,1.017,0.0
2060,2283375.3784228573,Sun,8.394066666666665,19.399638888888887,1.015,0.0
2063,2283395.381161083,Sun,9.676805555555555,13.951555555555554,1.011,0.0
2066,2283415.3838993087,Sun,10.9041,7.013138888888889,1.006,0.0
2069,2283435.3866375345,Sun,12.106380555555555,0.6954722222222223,1.001,0.0
2072,2283455.38937576,Sun,13.32643888888889,-7.580861111111111,0.995,0.0
2075,2283475.392113986,Sun,14.607524999999999,-14.658888888888889,0.99,0.0
2078,2283495.3948522117,Sun,15.97686388888889,-19.43,0.986,0.0
2081,2283515.3975904374,Sun,17.42666388888889,-22.734055555555557,0.984,0.0
2084,2283535.400328663,Sun,18.905805555555553,-21.08725,0.983,0.0
2087,2283555.403066889,Sun,20.343869444444444,-18.428333333333335,0.985,0.0
2090,2283575.4058051147,Sun,21.69706111111111,-12.147638888888888,0.989,0.0
2093,2283595.4085433404,Sun,22.967102777777775,-5.373194444444444,0.993,0.0
2096,2283615.411281566,Sun,0.18608055555555555,1.2118055555555556,0.999,0.0
2099,2283635.414019792,Sun,1.3974944444444444,8.840722222222222,1.005,0.0
2102,2283655.4167580176,Sun,2.642688888888889,15.502805555555556,1.01,0.0
2105,2283675.4194962434,Sun,3.9470722222222223,20.480555555555554,1.014,0.0
2108,2283695.422234469,Sun,5.307888888888889,23.15544444444444,1.016,0.0
2111,2283715.424972695,Sun,6.691866666666667,23.155472222222222,1.017,0.0
2114,2283735.4277109206,Sun,8.050505555555556,20.487444444444446,1.015,0.0
2117,2283755.4304491463,Sun,9.350075,15.536805555555555,1.012,0.0
2120,2283775.433187372,Sun,10.589425,8.918583333333332,1.008,0.0
