,JD,Body,RA,Dec,Az,Alt,Dist,Dist_Sun,Const
0,2269653.5,Mercury,15.682344444444444,-17.073249999999998,321.85491666666667,-65.39538888888889,1.357,0.37,Lib
1,2269653.5,Pluto,16.124647222222222,-8.85075,79.22225,-27.980027777777778,30.84,30.089,Oph
2,2269653.5,Pallas,13.121883333333335,-1.2213333333333334,102.52091666666666,11.244583333333333,2.232,2.33,Vir
3,2269653.5,Juno,16.214008333333332,-9.038166666666667,79.92422222222223,-29.82336111111111,4.077,3.353,Oph
4,2269673.5027382257,Mercury,19.83528611111111,-22.984555555555556,19.975416666666664,-73.76813888888888,1.207,0.312,Cap
5,2269673.5027382257,Pluto,16.162866666666666,-8.810888888888888,92.16247222222223,-11.745416666666667,30.595,30.094,Oph
6,2269673.5027382257,Pallas,13.499719444444443,0.32425,110.94333333333334,24.154888888888888,2.008,2.372,Vir
7,2269673.5027382257,Juno,16.620572222222222,-10.761194444444445,89.66375000000001,-17.107472222222224,3.871,3.349,Oph
8,2269693.5054764515,Mercury,20.86746666666667,-14.81763888888889,26.072944444444445,-64.78902777777778,0.72,0.413,Aqr
9,2269693.5054764515,Pluto,16.189222222222224,-8.831750000000001,104.54719444444444,3.7655555555555558,30.288,30.1,Oph
10,2269693.5054764515,Pallas,13.74676111111111,3.946166666666667,121.55091666666667,39.17761111111111,1.805,2.417,Vir
11,2269693.5054764515,Juno,16.983569444444445,-10.994416666666666,98.69541666666667,-5.2275277777777776,3.617,3.343,Ser
12,2269713.508214677,Mercury,19.908066666666667,-17.14361111111111,77.66563888888889,-44.26627777777777,0.784,0.467,Cap
13,2269713.508214677,Pluto,16.20138611111111,-8.904777777777777,118.37102777777777,18.696666666666665,29.958,30.105,Oph
14,2269713.508214677,Pallas,13.824280555555555,9.98013888888889,139.15247222222223,55.77158333333333,1.658,2.463,Boo
15,2269713.508214677,Juno,17.28157222222222,-9.717722222222221,108.14336111111112,6.249416666666667,3.331,3.334,Oph
16,2269733.510952903,Mercury,21.20226388888889,-16.361166666666666,77.28572222222222,-43.971444444444444,1.087,0.414,Cap
17,2269733.510952903,Pluto,16.198608333333333,-7.0153888888888885,135.8130277777778,31.81747222222222,29.643,30.11,Oph
18,2269733.510952903,Pallas,13.72001388888889,16.84022222222222,180.85875,68.86097222222222,1.598,2.511,Boo
19,2269733.510952903,Juno,17.489497222222223,-8.86925,119.42841666666668,19.62077777777778,3.034,3.323,Oph
20,2269753.5136911287,Mercury,23.2047,-6.4455,58.340611111111116,-43.87947222222222,1.297,0.313,Aqr
21,2269753.5136911287,Pluto,16.182044444444447,-7.1441944444444445,159.02016666666668,40.88033333333333,29.382,30.116,Oph
22,2269753.5136911287,Pallas,13.488397222222222,22.701722222222223,240.9541111111111,64.05794444444444,1.644,2.559,Boo
23,2269753.5136911287,Juno,17.580669444444442,-6.329833333333333,134.91372222222222,32.88933333333333,2.75,3.308,Oph
24,2269773.5164293544,Mercury,1.5840055555555557,9.98686111111111,29.060361111111114,-36.59402777777778,1.296,0.369,Ari
25,2269773.5164293544,Pluto,16.154591666666665,-7.269472222222222,187.0498611111111,43.05094444444444,29.206,30.121,Oph
26,2269773.5164293544,Pallas,13.250641666666667,26.07997222222222,268.4869166666667,47.50691666666667,1.79,2.608,Boo
27,2269773.5164293544,Juno,17.534383333333334,-5.894472222222222,158.48352777777777,43.63111111111111,2.508,3.291,Oph
28,2269793.51916758,Mercury,3.8540111111111113,22.860805555555558,10.190083333333334,-27.525861111111112,0.894,0.458,Tau
29,2269793.51916758,Pluto,16.12064722222222,-7.36975,213.5553888888889,37.288888888888884,29.136,30.127,Oph
30,2269793.51916758,Pallas,13.119563888888889,26.843166666666665,282.0834722222222,30.14825,2.008,2.657,Com
31,2269793.51916758,Juno,17.352983333333334,-3.246888888888889,191.55483333333333,46.64791666666667,2.34,3.272,Oph
32,2269813.521905806,Mercury,4.421061111111111,21.248611111111114,23.04002777777778,-26.710472222222222,0.573,0.447,Tau
33,2269813.521905806,Pluto,16.08536111111111,-7.426611111111112,234.17855555555553,25.711194444444445,29.179,30.132,Oph
34,2269813.521905806,Pallas,13.137525,25.71586111111111,291.7943333333334,14.181666666666667,2.268,2.706,Com
35,2269813.521905806,Juno,17.082341666666668,-2.006972222222222,223.31269444444445,38.25263888888889,2.272,3.249,Oph
36,2269833.5246440317,Mercury,3.9573055555555556,16.18852777777778,50.47955555555556,-17.37936111111111,0.646,0.347,Tau
37,2269833.5246440317,Pluto,16.054011111111112,-7.427527777777778,249.90380555555555,11.025027777777778,29.331,30.138,Oph
38,2269833.5246440317,Pallas,13.291366666666667,23.468083333333333,300.62294444444444,0.2192777777777778,2.545,2.755,Boo
39,2269833.5246440317,Juno,16.810155555555557,-3.90975,245.3335277777778,22.297,2.311,3.225,Oph
40,2269853.5273822574,Mercury,5.108119444444444,21.326249999999998,49.673361111111106,-11.411833333333332,1.032,0.326,Tau
41,2269853.5273822574,Pluto,16.031216666666666,-7.36675,263.09380555555555,-4.805166666666667,29.574,30.143,Oph
42,2269853.5273822574,Pallas,13.550608333333335,20.640944444444443,309.9338611111111,-12.838138888888889,2.822,2.802,Boo
43,2269853.5273822574,Juno,16.625033333333334,-4.969944444444445,260.45269444444443,4.169027777777778,2.446,3.197,Oph
44,2269873.530120483,Mercury,7.925644444444445,22.524583333333332,31.484222222222222,-21.33436111111111,1.34,0.432,Cnc
45,2269873.530120483,Pluto,16.020425,-7.2465,275.88855555555557,-20.32286111111111,29.879,30.149,Oph
